,季節,季語,読み仮名,傍題
2483,冬,餅搗,もちつき,餅米洗ふ・餅搗唄・賃餅・餅筵・餅配
2484,冬,紅葉散る,もみじちる,散紅葉
2485,冬,股引,ももひき,
2486,冬,焼藷,やきいも,焼芋・石焼芋
2487,冬,厄払,やくはらい,厄落・厄の薪・ふぐり落し
2488,冬,ヤッケ,やっけ,アノラック
2489,冬,八手の花,やつでのはな,花八手
2490,冬,藪柑子,やぶこうじ,薮柑子
2491,冬,藪巻,やぶまき,竹巻・菰巻
2492,冬,山眠る,やまねむる,眠る山
2493,冬,闇汁,やみじる,
2494,冬,雪,ゆき,六花・雪の華・小雪・大雪・深雪・粉雪・綿雪・細雪・小米雪・根雪・飛雪・雪明り・雪の声・朝の雪・夜の雪・暮雪・雪の宿・雪国・雪空
2495,冬,雪遊び,ゆきあそび,雪投げ・雪礫・雪丸げ・雪合戦
2496,冬,雪起し,ゆきおこし,雪雷・雪の雷
2497,冬,雪折,ゆきおれ,
2498,冬,雪下し,ゆきおろし,雪卸
2499,冬,雪掻,ゆきかき,除雪・除雪車・ラッセル車
2500,冬,雪囲,ゆきがこい,雪垣・雪構・雪除・墓囲
2501,冬,雪合羽,ゆきがっぱ,雪蓑
2502,冬,雪沓,ゆきぐつ,藁沓・爪篭
2503,冬,雪しまき,ゆきしまき,しまき
2504,冬,雪女郎,ゆきじょろう,雪女・雪坊主
2505,冬,雪達磨,ゆきだるま,雪兎・雪釣
2506,冬,雪吊,ゆきつり,
2507,冬,雪晴,ゆきばれ,深雪晴
2508,冬,雪踏,ゆきふみ,踏俵
2509,冬,雪見,ゆきみ,雪見舟・雪見酒
2510,冬,雪眼,ゆきめ,
2511,冬,雪眼鏡,ゆきめがね,ゴーグル
2512,冬,雪催,ゆきもよい,雪雲・雪げ・雪曇
2513,冬,雪焼,ゆきやけ,雪眼
2514,冬,行く年,ゆくとし,年逝く・年流る・年送る
2515,冬,湯気立て,ゆげたて,
2516,冬,湯ざめ,ゆざめ,
2517,冬,柚子湯,ゆずゆ,柚子風呂・冬至湯
2518,冬,湯婆,ゆたんぽ,たんぽ
2519,冬,湯豆腐,ゆどうふ,
2520,冬,夜着,よぎ,掻巻・小夜着
2521,冬,寄鍋,よせなべ,
2522,冬,夜鷹蕎麦,よたかそば,夜鳴蕎麦・夜鳴うどん・夜鳴ラーメン
2523,冬,ラグビー,らぐびー,ラガー
2524,冬,嵐雪忌,らんせつき,
2525,冬,立冬,りっとう,冬立つ・冬に入る・冬来る・今朝の冬
2526,冬,竜の玉,りゅうのたま,竜の髯の実・蛇の髯の実・龍の玉
2527,冬,ルミナリエ,るみなりえ,
2528,冬,冷海,れいかい,
2529,冬,レノン忌,れのんき,レノンの忌
2530,冬,煉炭,れんたん,
2531,冬,臘八会,ろうはつえ,臘八・成道会・臘八接心・臘八摂心
2532,冬,臘梅,ろうばい,唐梅
2533,冬,炉開,ろびらき,
2534,冬,鷲,わし,
2535,冬,綿入,わたいれ,布子・綿子
2536,冬,綿虫,わたむし,大綿・雪蛍・雪婆・白粉婆
2537,冬,侘助,わびすけ,侘助・唐椿
2538,冬,藁仕事,わらしごと,縄綯ふ・筵織る
2539,新年,小豆粥,あづきがゆ,十五日粥・望の粥
2540,新年,伊勢海老,いせえび,鎌倉海老
2541,新年,五日,いつか,
2542,新年,寝積む,いねつむ,稲積む・寝挙る
2543,新年,鷽替,うそかえ,鬼燻・鬼すべ
2544,新年,謡初,うたいぞめ,初謡
2545,新年,歌会始,うたかいはじめ,歌御会始
2546,新年,馬騎初,うまのりぞめ,騎馬始・馬場始・初騎
2547,新年,恵方詣,えほうまいり,恵方・吉方・明きの方・恵方道
2548,新年,会陽,えよう,西大寺参・神木・裸押し・修正会
2549,新年,えんぶり,えんぶり,えぶり・ながえんぶり・御前えんぶり
2550,新年,大服,おおぶく,大福・福茶・大福茶
2551,新年,御行,おぎょう,御形・五形
2552,新年,白朮詣,おけらまいり,白朮祭・白朮火・白朮縄・火縄売・祇園削掛の神事
2553,新年,御降り,おさがり,富正月
2554,新年,鬼打木,おにうちぎ,鬼木
2555,新年,女正月,おんなしょがつ,女正月
2556,新年,買初,かいぞめ,初買
2557,新年,傀儡師,かいらいし,傀儡・夷廻し・木傀廻し
2558,新年,鏡開,かがみびらき,鏡割
2559,新年,鏡餅,かがみもち,御鏡・飾餅・具足餅・鎧餅
2560,新年,書初,かきぞめ,筆始・試筆・吉書
2561,新年,飾,かざり,お飾・輪飾
2562,新年,飾臼,かざりうす,臼飾る
2563,新年,飾海老,かざりえび,海老飾る
2564,新年,飾納,かざりおさめ,飾取る・注連取る
2565,新年,飾米,かざりこめ,米飾る
2566,新年,数の子,かずのこ,かどのこ
2567,新年,門松,かどまつ,松飾・飾松・竹飾・飾竹
2568,新年,かまくら,かまくら,
2569,新年,粥杖,かゆづえ,粥の木・祝棒・粥柱
2570,新年,歌留多,かるた,骨牌・歌がるた・花がるた・いろは歌留多・歌留多会
2571,新年,賀状,がじょう,年賀状・年始状
2572,新年,元日,がんじつ,お元日・日の始め・鶏日
2573,新年,元朝,がんちょう,元旦・大旦・鶏旦・歳旦
2574,新年,着衣始,きそはじめ,
2575,新年,切山椒,きりざんしょう,
2576,新年,御慶,ぎょけい,
2577,新年,喰積,くいつみ,重詰・重詰料理・組重・お節料理
2578,新年,国栖奏,くずそう,国栖舞・国栖笛・国栖歌・国栖人・国栖翁
2579,新年,蔵開,くらびらき,御蔵開
2580,新年,鍬始,くわはじめ,鋤始・一鍬・鍬入れ・初田打
2581,新年,稽古始,けいこはじめ,初稽古
2582,新年,講書始,こうしょはじめ,
2583,新年,小正月,こしょうがつ,十五日正月・花正月・望正月
2584,新年,去年,こぞ,去年・古年・旧年・初昔・宵の年
2585,新年,去年今年,こぞことし,
2586,新年,今年,ことし,今年・当年・若き年
2587,新年,独楽,こま,独楽廻し・独楽遊び・独楽打つ
2588,新年,小松引,こまつひき,初子の日・子の日の遊び
2589,新年,御用始,ごようはじめ,
2590,新年,幸木,さいわいぎ,幸木
2591,新年,左義長,さぎちょう,三毬杖・どんど・とんど・どんど焚く・飾焚く・注連焚く・吉書揚
2592,新年,猿廻し,さるまわし,猿曳・猿使ひ
2593,新年,三が日,さんがにち,
2594,新年,仕事始,しごとはじめ,事務始・初仕事
2595,新年,獅子舞,ししまい,太神楽・竃祓ひ・獅子頭
2596,新年,歯朶,しだ,裏白・山草
2597,新年,七福神詣,しちふくじんまいり,七福詣・福神詣・福神巡り・福詣
2598,新年,四方拝,しほうはい,
2599,新年,注連飾,しめかざり,注連縄・七五三縄・年縄・牛蒡注連
2600,新年,注連貰,しめもらい,
2601,新年,淑気,しゅくき,
2602,新年,正月,しょうがつ,お正月・祝月・元月
2603,新年,正月の凧,しょうがつのたこ,凧揚・紙鳶
2604,新年,新年,しんねん,年新た・新玉・年始・年立つ・年明く・年改まる・年来る・年迎ふ
2605,新年,新年会,しんねんかい,新年宴会
2606,新年,十六むさし,じゅうろくむさし,
2607,新年,上元の日,じょうげんのひ,上元・上元会・上元祭・元宵節
2608,新年,人日,じんじつ,人の日・霊辰・人勝節・元七
2609,新年,双六,すごろく,盤双六・絵双六
2610,新年,成人の日,せいじんのひ,
2611,新年,雑煮,ぞうに,雑煮祝ふ・雑煮餅・雑煮椀
2612,新年,田遊び,たあそび,
2613,新年,宝船,たからぶね,宝船敷く
2614,新年,田作,たづくり,ごまめ・小殿原
2615,新年,玉せせり,たませせり,玉せり・玉取祭・玉競祭
2616,新年,橙飾る,だいだいかざる,
2617,新年,ちやつきらこ,ちやつきらこ,左義長・後祭
2618,新年,朝賀,ちょうが,朝賀・参賀・拝賀
2619,新年,帳綴,ちょうとじ,帳書・帳始・帳祝
2620,新年,草石蚕,ちよろぎ,ちょうろぎ・ちょうろく
2621,新年,綱引,つなひき,綱曳
2622,新年,手毬,てまり,手鞠・手毬つく・手毬唄・手毬子
2623,新年,出初,でぞめ,出初式・消防出初式
2624,新年,投扇興,とうせんきょう,投扇
2625,新年,十日戎,とおかえびす,初戎・初恵比須・宵戎・戎祭・戎笹・福笹・残り福
2626,新年,野老飾る,ところかざる,
2627,新年,年男,としおとこ,若男・節男
2628,新年,年木,としぎ,若木・節木・祝木
2629,新年,年玉,としだま,お年玉
2630,新年,歳徳神,としとくじん,年神・若年様・正月様
2631,新年,屠蘇,とそ,屠蘇祝ふ・屠蘇酒・屠蘇袋
2632,新年,鳥総松,とぶさまつ,
2633,新年,鳥追,とりおい,
2634,新年,泣初,なきぞめ,初泣
2635,新年,薺,なづな,薺摘
2636,新年,薺打,なづなうつ,七種打つ・七種はやす
2637,新年,七種,ななくさ,七草
2638,新年,七種粥,ななくさがゆ,七日粥・薺粥
2639,新年,七草爪,ななくさづめ,薺爪・七日爪
2640,新年,七日,なぬか,七日
2641,新年,七日正月,なぬかしょうがつ,
2642,新年,なまはげ,なまはげ,なもみ剥ぎ・あまみはぎ
2643,新年,成木責,なりきぜめ,木責・果樹責・木を囃す
2644,新年,新野の雪祭,にいののゆきまつり,雪祭・田楽祭
2645,新年,繞道祭,にょうどうさい,
2646,新年,縫初,ぬひぞめ,縫始・初針・針起し
2647,新年,寝正月,ねしょうがつ,
2648,新年,子日草,ねのひぐさ,姫小松・茶筅松・子の日の松
2649,新年,年賀,ねんが,年始・年礼・廻礼・年始廻り・賀詞
2650,新年,年酒,ねんしゅ,年酒・年始酒
2651,新年,能始,のうはじめ,初能
2652,新年,乗初,のりぞめ,初乗・初電車・初車・船乗初・初飛行
2653,新年,歯固,はがため,
2654,新年,掃初,はきぞめ,初帚・初掃除
2655,新年,箱根駅伝,はこねえきでん,
2656,新年,羽子板,はごいた,胡鬼板・はご
2657,新年,機始,はたはじめ,織初・初機
2658,新年,初茜,はつあかね,
2659,新年,初明り,はつあかり,初夜明
2660,新年,初商,はつあきない,商始・売初
2661,新年,初浅間,はつあさま,
2662,新年,初伊勢,はついせ,初参宮
2663,新年,初市,はついち,市始・初市場・初立会・初相場・初糶
2664,新年,初卯,はつう,初卯詣・卯の札・卯杖・卯槌
2665,新年,初鴬,はつうぐいす,
2666,新年,初閻魔,はつえんま,閻魔詣
2667,新年,初鏡,はつかがみ,初化粧
2668,新年,初篝,はつかがり,
2669,新年,初神楽,はつかぐら,神楽始
2670,新年,二十日正月,はつかしょうがつ,団子正月・二十日団子・骨正月・頭正月
2671,新年,初風,はつかぜ,春の初風・初松籟
2672,新年,初竃,はつかまど,焚初
2673,新年,初観音,はつかんのん,
2674,新年,初霞,はつがすみ,新霞
2675,新年,初釜,はつがま,初茶湯・初点前
2676,新年,初髪,はつがみ,初結・結ひ初・梳初
2677,新年,初鴉,はつがらす,
2678,新年,初句会,はつくかい,新年句会
2679,新年,初景色,はつげしき,
2680,新年,初声,はつこえ,
2681,新年,初金毘羅,はつこんぴら,初金刀比羅・初十日
2682,新年,初東風,はつごち,節東風
2683,新年,初暦,はつごよみ,新暦
2684,新年,初勤行,はつごんぎょう,初鐘・初読経・初燈明・初燈
2685,新年,初東雲,はつしののめ,初曙
2686,新年,初芝居,はつしばい,初春狂言・春芝居・初曽我・二の替
2687,新年,初写真,はつしゃしん,初写し
2688,新年,初雀,はつすずめ,
2689,新年,初硯,はつすずり,
2690,新年,初刷,はつずり,刷初・初新聞
2691,新年,初染,はつぞめ,染始
2692,新年,初空,はつぞら,初御空
2693,新年,初旅,はつたび,旅始・旅行始
2694,新年,初大師,はつだいし,初弘法
2695,新年,初便り,はつだより,初郵便
2696,新年,初筑波,はつつくば,
2697,新年,初鼓,はつつづみ,鼓始
2698,新年,初手水,はつてうづ,
2699,新年,初天神,はつてんじん,宵天神・残り天神・天神花・天神旗
2700,新年,初電話,はつでんわ,
2701,新年,初寅,はつとら,
2702,新年,初鶏,はつどり,
2703,新年,初凪,はつなぎ,
2704,新年,初荷,はつに,初荷舟・初荷馬・飾馬
2705,新年,初日記,はつにっき,日記始
2706,新年,初音売,はつねうり,初音笛
2707,新年,初鳩,はつはと,
2708,新年,初春,はつはる,新春・明の春・今朝の春・千代の春
2709,新年,初場所,はつばしょ,一月場所・正月場所
2710,新年,初晴,はつばれ,
2711,新年,初日,はつひ,初陽・初旭・初日の出・初日影
2712,新年,初比叡,はつひえい,
2713,新年,初富士,はつふじ,
2714,新年,初不動,はつふどう,
2715,新年,初弁天,はつべんてん,初巳
2716,新年,初弥撒,はつみさ,初ミサ
2717,新年,初詣,はつもうで,初参・初社・初御籤
2718,新年,初薬師,はつやくし,
2719,新年,初湯,はつゆ,初風呂・湯殿始
2720,新年,初夢,はつゆめ,貘枕・初寝覚
2721,新年,初漁,はつりょう,漁始・初網
2722,新年,花びら餅,はなびらもち,菱葩餅、菱はなびら
2723,新年,羽子つき,はねつき,羽子・追羽子・揚羽子・遣羽子
2724,新年,破魔弓,はまゆみ,破魔矢
2725,新年,春着,はるぎ,正月小袖・春襲
2726,新年,春駒,はるこま,春駒舞・春駒万歳
2727,新年,弾初,ひきぞめ,初弾・琴始
2728,新年,ひめ始,ひめはじめ,姫始・密事始（ひめはじめ）
2729,新年,吹初,ふきぞめ,籟初・吹始
2730,新年,福寿草,ふくじゅそう,元日草
2731,新年,福達磨,ふくだるま,達磨市
2732,新年,福引,ふくびき,宝引
2733,新年,福袋,ふくぶくろ,
2734,新年,福沸,ふくわかし,福鍋
2735,新年,福藁,ふくわら,福藁敷く・ふくさ藁
2736,新年,福笑ひ,ふくわらい,
2737,新年,二日,ふつか,
2738,新年,太箸,ふとばし,祝箸・柳箸・箸紙・雑煮箸
2739,新年,蓬莱,ほうらい,掛蓬莱・蓬莱飾
2740,新年,宝恵篭,ほえかご,宝恵駕・戎篭
2741,新年,仏の座,ほとけのざ,田平子
2742,新年,穂俵飾る,ほんだはらかざる,
2743,新年,ぼんでん,ぼんでん,梵天
2744,新年,ぽっぺん,ぽっぺん,ぽこんぽこん
2745,新年,舞初,まいぞめ,仕舞始
2746,新年,松納,まつおさめ,松取る・門松取る
2747,新年,松過ぎ,まつすぎ,松明け・注連明
2748,新年,松の内,まつのうち,松七日・注連の内
2749,新年,俎始,まないたはじめ,包丁始
2750,新年,鞠始,まりはじめ,蹴鞠始
2751,新年,万歳,まんざい,三河万歳・大和万歳
2752,新年,三日,みっか,
2753,新年,睦月,むつき,むつみ月・むつび月
2754,新年,土竜打,もぐらうち,土竜追・海鼠曳
2755,新年,餅花,もちばな,繭玉・稲穂・団子花
2756,新年,薮入,やぶいり,里下り・宿下り
2757,新年,山始,やまはじめ,初山・初山入り・山入り・斧始・手斧始・若山踏み・木伐り初
2758,新年,楪,ゆづりは,弓弦葉・親子草
2759,新年,弓始,ゆみはじめ,初弓・的始・弓矢始・射初
2760,新年,四日,よっか,
2761,新年,読初,よみぞめ,読書始
2762,新年,嫁が君,よめがきみ,
2763,新年,礼受,れいうけ,礼者受・名刺受
2764,新年,礼者,れいじゃ,門礼・門礼者・賀客・年賀客・女礼者
2765,新年,若菜,わかな,若菜摘・粥草・七草粥
2766,新年,若菜野,わかなの,
2767,新年,若水,わかみず,初水・福水・若井・井華水・若潮・若潮迎へ
2768,新年,笑初,わらいぞめ,初笑
2769,新年,藁盒子,わらごうし,幸篭・ヤス
